Transfer_id,account_id,service,amount,Date
EKBLGBHU,GB16EQHZ80851931868957,Transport,330,2022-01-15
DUUBGB6N,GB10VWOW09233656507898,Food,250,2022-01-29
GRMNGB4D,GB16LZRY99526476526974,Transport,450,2022-01-29
KJUBGBS5,GB26VXRV03341067529328,Food,690,2022-01-28
PMKMGBLU,GB27JRVC02029131545841,Shopping,690,2022-01-22
TULUGB8D,GB46CGAM36835153542022,Shopping,620,2022-01-3
FROJGBHH,GB09UDHQ21062881707742,Supermarket,530,2022-01-10
FVTKGBI3,GB68CPWV89283422909746,Shopping,560,2022-01-27
OQVGGBZR,GB94WRCD24801117862676,Shopping,200,2022-01-13
FGFOGB68,GB77ZCFT67467029649024,Entertainment,700,2022-01-2
QODFGB25,GB46KTYJ13175216623309,Transport,500,2022-01-12
AGJYGBDL,GB35PJCC74620770333736,Food,320,2022-01-10
TDWPGBUD,GB07GZCI31622488135174,Transport,980,2022-01-26
PRENGBUK,GB72UWUW30160143638360,Entertainment,660,2022-01-29
JJZFGBTV,GB11VGUT03218031047887,Food,930,2022-01-5
OZTPGBJQ,GB39LEFT41642027755469,Shopping,560,2022-01-20
FRUYGB68,GB32CNNV77570063160788,Transport,290,2022-01-27
FNLQGBYN,GB95WBDE36611002714725,Shopping,210,2022-01-28
DJQCGBJ8,GB46YEIH52446058526254,Supermarket,980,2022-01-22
IDITGB2K,GB28HJEZ54488014887944,Entertainment,190,2022-01-1
QWCEGBDD,GB68NNZT23313524506017,Shopping,690,2022-01-11
NNWWGBWZ,GB16TOSB15167157285437,Supermarket,520,2022-01-18
RSKMGBJL,GB93EHGZ22022075560434,Transport,730,2022-01-13
AMNTGBIE,GB74ZTIA82226315685647,Supermarket,760,2022-01-23
ZKJKGBOD,GB76YQNN41894904819301,Supermarket,650,2022-01-9
SYOCGBQA,GB70CRUA21461424058343,Food,280,2022-01-3
PPPAGB1Y,GB13ORWE01966169689460,Food,310,2022-01-5
YHPNGBTS,GB46ZRCT10243685254642,Supermarket,890,2022-01-10
PLYGGBHO,GB69DORQ53552192806654,Transport,140,2022-01-9
VQBHGBYN,GB05BVOQ54772819665977,Transport,150,2022-01-8
VKVIGBLT,GB87RCGC97140240957992,Entertainment,810,2022-01-19
BPPXGB47,GB79SQQO14044473107837,Transport,180,2022-01-21
GMYEGBTR,GB35PJCC74620770333736,Supermarket,480,2022-01-9
QLYWGBEK,GB64OYUW54689667669741,Entertainment,410,2022-01-11
ELZKGBCR,GB79ZVTT21606033006120,Entertainment,850,2022-01-26
YHKVGB6X,GB96RPPB39750348389302,Transport,720,2022-01-20
HNRHGBP2,GB70NSHL57260051979826,Transport,170,2022-01-6
EXVMGBCX,GB16LZRY99526476526974,Entertainment,930,2022-01-15
BYWKGBY2,GB08GOOR86953512504770,Shopping,120,2022-01-4
CWMGGBHV,GB87LEQA71579826208453,Entertainment,860,2022-01-18
MRWJGBYA,GB30AYST11887252310360,Food,390,2022-01-21
FIAGGBDM,GB89PMLY29958211565059,Food,530,2022-01-4
OKAFGBL6,GB22QHZP07593531166820,Food,320,2022-01-9
CEJUGB6H,GB94KSLM39124904227321,Transport,340,2022-01-10
BHGYGB32,GB40NFJI14170541525010,Entertainment,170,2022-01-23
PUSFGBDZ,GB82CPND15543817992783,Shopping,190,2022-01-21
CATBGBDL,GB25LLFN57182545947360,Transport,860,2022-01-11
ADWDGBF6,GB50NZDE57320590039179,Transport,330,2022-01-25
JRPWGBHI,GB36MLOQ13730312643873,Entertainment,630,2022-01-20
TQRMGBYD,GB48LYVI46969510438970,Entertainment,860,2022-01-29
AAMRGBYR,GB21JOGK81718085828272,Transport,290,2022-01-29
UPESGBWC,GB89VWIK11375987183801,Supermarket,620,2022-01-11
CUIBGBS3,GB82UEKO51030904719679,Shopping,490,2022-01-17
EXUGGBB7,GB10OGNR57375590334285,Food,530,2022-01-13
RISPGBMM,GB62FAUX58334386392923,Transport,470,2022-01-23
ILEJGB7G,GB27DIHA39030527744222,Shopping,510,2022-01-18
OHVIGBXM,GB34DBTM52811958266737,Supermarket,670,2022-01-25
TGOSGBSN,GB63OYGZ61910261744958,Entertainment,930,2022-01-7
HLJHGBYO,GB31XPUP29937211666862,Food,390,2022-01-23
WOTSGB9E,GB98CNHV35614928090370,Food,700,2022-01-22
BDMPGBYG,GB84KYEH04818860492673,Supermarket,450,2022-01-26
YBWWGB4Q,GB47CBIT43824056647724,Food,330,2022-01-2
XCJTGBAU,GB13BQVS83925582407853,Transport,480,2022-01-10
YBKEGB41,GB70NUWR72153622486497,Food,750,2022-01-23
FTVCGB5U,GB03SXMA68993029058173,Entertainment,870,2022-01-27
FQGYGBZV,GB77SHET15953653955164,Transport,650,2022-01-26
NPTKGB0X,GB87PQKO10608843005404,Entertainment,940,2022-01-23
PUWKGB09,GB81PLWH50958619180383,Shopping,210,2022-01-16
MMDKGB62,GB92ORHE60723300741280,Transport,650,2022-01-9
SIZHGBN6,GB09BOCP18571700938162,Transport,370,2022-01-16
QTWHGBWL,GB40JTTG85426436826075,Entertainment,250,2022-01-29
GEYPGBE6,GB80UCEY62038768309850,Shopping,430,2022-01-23
CHOCGBWG,GB69KGHG79117371204495,Entertainment,680,2022-01-1
JIPBGBMS,GB68ACCJ98495675885050,Food,880,2022-01-8
EXXLGBA1,GB68GZZF82168851101071,Transport,380,2022-01-20
JFJDGBNF,GB21DXGV25242934314331,Transport,840,2022-01-15
AFPDGBQB,GB39ONRW59594305117242,Entertainment,350,2022-01-25
BVGAGBWF,GB25NORA39351801886440,Shopping,220,2022-01-13
AIZZGB7D,GB59JTIC06440138237523,Supermarket,700,2022-01-27
FFBIGBWS,GB39HDCH33350010196323,Food,500,2022-01-29
BKWHGB2N,GB46KLSC35572980273803,Shopping,900,2022-01-8
RDONGBSB,GB54MJSI72565501227270,Shopping,840,2022-01-29
IVBBGBKK,GB29RGZG68366967107994,Food,220,2022-01-12
QBJCGBB7,GB58TFQZ63170085355750,Transport,690,2022-01-13
OIYNGBBE,GB24RBNS68599669379585,Entertainment,580,2022-01-13
PIEFGBIJ,GB20SJQX99637948936660,Supermarket,190,2022-01-29
TFACGBFR,GB35IZMT79544583085321,Food,240,2022-01-24
EYCGGBCB,GB56VSAI69182915412410,Entertainment,210,2022-01-9
UGUEGBSR,GB36JAIV25204747251853,Transport,330,2022-01-8
YTUXGBJX,GB29LCHN04340743703120,Supermarket,120,2022-01-23
UEMZGBOY,GB60EUJI46460708903763,Shopping,860,2022-01-29
VAKKGBKR,GB68YLYX43599762823809,Transport,720,2022-01-21
XGNXGB2U,GB60BJYH86362892577341,Transport,230,2022-01-6
SYSCGBG8,GB29JCPF02412884752038,Transport,640,2022-01-6
HUPXGBXT,GB74VADB75870363979034,Transport,390,2022-01-26
UNUVGBVV,GB12BJSK90449396455956,Transport,610,2022-01-25
NCHKGB60,GB69ZCVI22762267991416,Shopping,290,2022-01-18
HGBMGBZD,GB93XBZK06664385794125,Shopping,890,2022-01-2
SSEXGBXJ,GB35JYOE43232459320499,Entertainment,800,2022-01-6
SLJWGBOQ,GB54ZQLE64039628711649,Entertainment,970,2022-01-25
DWYRGBSN,GB16TOSB15167157285437,Supermarket,200,2022-01-14
DJDGGB9I,GB16EQHZ80851931868957,Shopping,530,2022-01-10
RYQSGBND,GB54LSYY27831965248680,Transport,300,2022-01-7
FDISGBMU,GB58OOUC73599992342221,Transport,550,2022-01-24
WKKMGBJR,GB71WWBE87637637505429,Transport,720,2022-01-12
ZWJMGBHF,GB84CRVV55377641553703,Entertainment,430,2022-01-26
AHXYGB6O,GB84ZWEF59507977147036,Supermarket,570,2022-01-5
YYWNGB26,GB68YLYX43599762823809,Entertainment,100,2022-01-2
OMCVGBAR,GB35PJCC74620770333736,Entertainment,780,2022-01-14
HWCPGBP2,GB60BNXE88843503569800,Shopping,890,2022-01-13
EGYLGBY2,GB11MCJO50427085420434,Entertainment,290,2022-01-12
TWRVGBF0,GB09UDHQ21062881707742,Food,840,2022-01-14
HQEBGBI9,GB79ZVTT21606033006120,Shopping,720,2022-01-6
EJFPGBKZ,GB71QHAU06749879331732,Transport,730,2022-01-10
WTFKGBS9,GB52LEQU14118064235869,Shopping,890,2022-01-27
MMPKGB96,GB62ZRUD06470049495764,Transport,550,2022-01-5
DGVOGBM1,GB76RGOL82015847163070,Food,350,2022-01-24
CSGMGB2W,GB77RHRN88905578554825,Entertainment,410,2022-01-16
KGJSGBI7,GB68BRRT46030897871900,Transport,760,2022-01-6
NKUYGBWD,GB77YQCX84624275155233,Transport,100,2022-01-5
FYQLGB97,GB10BUAV79710292957243,Supermarket,270,2022-01-15
DJEBGBLO,GB60YCKY19574033780857,Transport,840,2022-01-16
QGIOGBEL,GB62WMJR11714956100553,Transport,160,2022-01-15
ZRXEGB8Q,GB51NTDW08509058653827,Transport,390,2022-01-14
HYHEGB8C,GB17PAYJ08372198497848,Food,370,2022-01-6
NJVHGBOV,GB64MZBQ37430639858343,Transport,460,2022-01-25
URTOGBED,GB87KGRP15311232640028,Shopping,550,2022-01-12
GCHYGBPI,GB32IZPZ80307512808134,Supermarket,240,2022-01-18
AMJUGBWJ,GB80BREK73123760651964,Shopping,980,2022-01-6
HUREGBQ9,GB48HQAD64614486870653,Shopping,750,2022-01-17
TQCQGB8Z,GB69KGHG79117371204495,Entertainment,600,2022-01-29
LKCLGBED,GB13KKRX34626946406815,Supermarket,860,2022-01-29
VTUVGB6T,GB92ORHE60723300741280,Entertainment,400,2022-01-22
AAAFGB30,GB94CFEY93303459373321,Shopping,890,2022-01-25
KXVWGBPL,GB33BXXG59027481828386,Food,310,2022-01-25
SGPFGB1M,GB70QIDI15415161273357,Supermarket,130,2022-01-9
PJIIGBYB,GB64JQQV32962685404334,Entertainment,160,2022-01-6
TQGDGB0M,GB22YPVB96910985570678,Transport,340,2022-01-1
EKJVGBUV,GB75VQOT41542913019478,Food,790,2022-01-18
DKQNGBV0,GB59JTIC06440138237523,Entertainment,440,2022-01-4
RKUKGBSC,GB09BOCP18571700938162,Supermarket,770,2022-01-7
CZGDGBS3,GB65ESLV75818554362499,Supermarket,130,2022-01-8
WENUGBOQ,GB81PLWH50958619180383,Supermarket,450,2022-01-10
HBKRGBON,GB14HQVA86482235816558,Entertainment,830,2022-01-29
MTNBGBT8,GB64JQQV32962685404334,Transport,210,2022-01-13
ZXEDGB4X,GB60SKAK86985151994623,Food,530,2022-01-10
TIBJGB2P,GB91IWEH50722111224416,Supermarket,520,2022-01-24
TBNVGBG3,GB70NSHL57260051979826,Food,210,2022-01-4
RLKEGB6A,GB09DQUQ87755803857058,Entertainment,780,2022-01-5
XJIMGBBJ,GB89QUEH74725325757741,Transport,890,2022-01-18
IBKKGBV6,GB97KZJB38915561294255,Shopping,640,2022-01-3
NCDQGBQ9,GB04BSCC77775833880585,Supermarket,430,2022-01-28
ZSXWGB1S,GB30IFXZ23595781252922,Transport,960,2022-01-20
MGMVGB9J,GB46IFID09672636201340,Shopping,830,2022-01-1
TQDXGBEO,GB55FYHV76313765592381,Shopping,530,2022-01-8
CXDCGBL8,GB20GCEK03391101465405,Supermarket,370,2022-01-12
JAQZGB2I,GB08ZSOK58958512839375,Transport,800,2022-01-24
MUGIGB4V,GB09FIZV73370033875818,Entertainment,270,2022-01-11
UILWGBPQ,GB82CPND15543817992783,Shopping,440,2022-01-13
CMUUGBKE,GB25UMUI14718694114544,Shopping,890,2022-01-22
GBLFGBVI,GB69IWNL33287025405837,Shopping,200,2022-01-15
WDQGGBA4,GB22NSZB63433389014487,Food,190,2022-01-9
WSPMGBS0,GB17CSVK20043720649311,Transport,280,2022-01-27
EMEPGBPD,GB72PNVQ28933774150945,Food,480,2022-01-26
SQZOGBW4,GB48PJXR40637929416504,Shopping,610,2022-01-9
BDYGGBMT,GB09DQUQ87755803857058,Food,740,2022-01-3
HZGQGBOR,GB60BNXE88843503569800,Shopping,990,2022-01-14
RONJGBUY,GB32RXUL14022625584935,Entertainment,430,2022-01-13
KLLKGBIV,GB38JKWA15084089208916,Entertainment,490,2022-01-30
GJCQGBKW,GB24TXGQ71041669639052,Shopping,960,2022-01-1
KXQQGB05,GB02MIIQ51383276977743,Supermarket,710,2022-01-10
ZKCFGB5S,GB22GUMQ72664176123052,Supermarket,890,2022-01-18
QHIRGBH0,GB54NCSU75375137293859,Entertainment,920,2022-01-13
TETXGBU0,GB15KNWW09705332731894,Food,680,2022-01-19
UUFAGB0B,GB06SRNO11365593226679,Entertainment,140,2022-01-16
QZHYGBTS,GB61AHFD54500704683186,Transport,480,2022-01-2
AOJMGB1C,GB21JOGK81718085828272,Food,610,2022-01-14
TSFIGBSB,GB11HZLT00445365584284,Entertainment,710,2022-01-11
BWKJGBMX,GB52ZOMJ89666979359779,Supermarket,330,2022-01-27
PCPQGB3L,GB60BJYH86362892577341,Transport,960,2022-01-19
KXECGB03,GB73XDQM16342904094055,Transport,520,2022-01-22
YECMGBYE,GB49XZNJ79365689862987,Shopping,280,2022-01-3
WDWFGBW0,GB75TMGM67024747164055,Transport,680,2022-01-17
ISYTGB9W,GB87MMMW81754905855827,Transport,680,2022-01-21
JPHYGBFZ,GB12HAHG27105696644476,Transport,590,2022-01-24
JOTLGBX2,GB65ESLV75818554362499,Food,720,2022-01-13
DCWBGB7Q,GB31GUNO74007805495237,Shopping,790,2022-01-4
DWSVGB3Q,GB08PIYZ05726346532463,Supermarket,320,2022-01-2
XHLPGBX9,GB42CQVN09704696276658,Food,320,2022-01-25
RHNDGBMB,GB37KDUX39605545634324,Entertainment,680,2022-01-1
DIORGB1K,GB96SYMO38593337743683,Shopping,690,2022-01-23
VFUXGBP2,GB28FOSV16797537089232,Transport,890,2022-01-15
TIZNGBLL,GB29LCHN04340743703120,Entertainment,540,2022-01-2
JIFNGBGF,GB36NOSU79191499594947,Entertainment,260,2022-01-19
NNRZGBMG,GB43FBJT81656999233986,Transport,300,2022-01-3
CNKMGBKJ,GB58QIZV57544389756682,Supermarket,500,2022-01-24
HDWOGBHY,GB42IYIA08303798755570,Food,470,2022-01-19
BZAHGBJ4,GB03SXMA68993029058173,Supermarket,800,2022-01-27
FUYJGBKJ,GB33DAOI03969855368978,Supermarket,680,2022-01-26
EZBDGBKF,GB26LCMD12597544089984,Transport,160,2022-01-24
ULAVGBFJ,GB87GJRK73196476200762,Shopping,280,2022-01-27
UVMIGB1B,GB91MNCY94638380815352,Food,940,2022-01-27
QVIBGBH8,GB12DQSM34694931179414,Entertainment,700,2022-01-25
QITNGBRH,GB53PBOC81191519643550,Supermarket,860,2022-01-21
NFQZGBQ4,GB58QIZV57544389756682,Transport,750,2022-01-15
HFWOGB6T,GB54ZQLE64039628711649,Supermarket,630,2022-01-7
SRDRGBB3,GB80QUAW13546134029211,Supermarket,520,2022-01-25
MNYFGBN8,GB76NKZM67666503666991,Transport,860,2022-01-13
QFUHGBD5,GB68VVRF48250652041869,Transport,710,2022-01-9
NNCMGB6B,GB60YCKY19574033780857,Entertainment,500,2022-01-1
BJOGGBWB,GB37KDUX39605545634324,Shopping,440,2022-01-29
TQQMGBMJ,GB68ACCJ98495675885050,Shopping,410,2022-01-5
AXMLGBG0,GB97COMI14707486877955,Shopping,370,2022-01-26
UQRJGB0Z,GB17DDDJ26555216474303,Transport,670,2022-01-25
ULNFGBAI,GB22AGCW52639451137214,Food,300,2022-01-9
ZOBAGB8I,GB72UWUW30160143638360,Shopping,760,2022-01-3
FSZDGBSB,GB54DFXD34044678916835,Food,670,2022-01-1
MVKSGB3I,GB57KRYW15986529687452,Entertainment,670,2022-01-26
PBTWGB3X,GB44BUKB34698213116022,Transport,520,2022-01-6
PWNZGBOO,GB98DUJU73466454668230,Entertainment,740,2022-01-3
XQCOGBZP,GB92SYDV74562165572658,Supermarket,550,2022-01-11
QPJYGBXE,GB48XVXG18492862374192,Shopping,330,2022-01-9
JDWTGBYL,GB40CDFU76505234279424,Shopping,770,2022-01-17
ZRYAGBE2,GB86OTDF53782593805073,Shopping,240,2022-01-1
RBHAGB00,GB47AIPK62778867699048,Entertainment,780,2022-01-13
TIXNGBOU,GB41QAPQ64268157058605,Supermarket,430,2022-01-8
IWFFGBYT,GB55JXJF46439977760158,Entertainment,410,2022-01-1
HCTJGBNZ,GB94JYSM28033121301651,Supermarket,850,2022-01-14
OCKDGB53,GB60TUUV69433177164913,Supermarket,880,2022-01-9
EOTUGBHY,GB24TXGQ71041669639052,Shopping,650,2022-01-15
CRPXGBW8,GB55FYHV76313765592381,Supermarket,520,2022-01-3
BCBDGB9X,GB66FTJV65737797843554,Entertainment,180,2022-01-1
AQYLGB55,GB45FWGV65137894738248,Transport,370,2022-01-2
LMCNGBEV,GB87KGRP15311232640028,Shopping,110,2022-01-27
UMHLGB8Z,GB44UBJU89138459464432,Supermarket,240,2022-01-16
XHYIGBR1,GB14YRXV97968543644944,Transport,890,2022-01-17
DPVVGB77,GB06CNWX04382392746079,Transport,240,2022-01-6
YHRQGBUK,GB39LEFT41642027755469,Food,350,2022-01-1
UTDAGBNK,GB21XSRP25939629392937,Transport,870,2022-01-24
ESWRGB4I,GB58IUVG42961938729475,Shopping,900,2022-01-25
ZWRBGBPB,GB72YVLC24038420176091,Supermarket,200,2022-01-28
FCVMGB3V,GB48LYVI46969510438970,Entertainment,160,2022-01-17
GTRBGB1K,GB21KVHN43447935903013,Entertainment,320,2022-01-1
WNVFGBN4,GB83KIIA00977209855906,Supermarket,180,2022-01-1
FMYRGB6M,GB09BMWS66922802335428,Food,700,2022-01-1
UMXXGBWR,GB93YYLA75874637500238,Entertainment,640,2022-01-30
EZCJGBQQ,GB63VZVX86095567062847,Supermarket,200,2022-01-27
ZAYMGBWD,GB10MYHZ61796273354564,Food,470,2022-01-14
KNBZGBA1,GB25NORA39351801886440,Shopping,960,2022-01-16
NIDZGBCW,GB09WXHW24802092883075,Shopping,490,2022-01-22
RGZFGBP9,GB47CBIT43824056647724,Shopping,480,2022-01-15
ZZNWGB1R,GB02FCLT14458224655264,Shopping,830,2022-01-23
PRFGGB2X,GB35IZMT79544583085321,Supermarket,670,2022-01-23
ECLSGBPJ,GB54IJCT77979027059700,Entertainment,730,2022-01-14
PMLHGBDS,GB45LQOL11852117060590,Entertainment,490,2022-01-22
VGJEGBYH,GB96IDBK64833853222585,Entertainment,600,2022-01-2
ESSSGB9H,GB55JXJF46439977760158,Supermarket,330,2022-01-4
QVWTGBR1,GB79DYIT07094387020959,Shopping,890,2022-01-14
ZZLUGBS3,GB91HHPW00744166349550,Food,510,2022-01-10
CITUGBTS,GB78GODX25928323885939,Food,960,2022-01-28
RGTLGBF6,GB05BOPJ44887822571947,Transport,270,2022-01-2
VHYKGBOU,GB31BVQF42953812972361,Entertainment,170,2022-01-23
TAVWGB7F,GB08GOOR86953512504770,Food,790,2022-01-21
GLPNGBX8,GB45VZRP73535692421354,Supermarket,650,2022-01-3
HKWHGB4F,GB27WYSL83482859381680,Supermarket,190,2022-01-23
DQBSGBLQ,GB91IWEH50722111224416,Shopping,880,2022-01-10
GJRWGB19,GB56CATF62012107336014,Shopping,520,2022-01-18
HOESGBWA,GB13ORWE01966169689460,Entertainment,710,2022-01-17
PJGUGBUG,GB73XDQM16342904094055,Shopping,910,2022-01-16
IICLGB64,GB40JTTG85426436826075,Food,420,2022-01-22
TNBUGBS6,GB18KAPE16458731250443,Supermarket,860,2022-01-11
DBTSGBE3,GB91WCLC54814458057108,Transport,870,2022-01-3
PYMUGBME,GB62NAKR56333969020710,Supermarket,880,2022-01-23
QYSBGB0A,GB53QLLD76170060898674,Transport,890,2022-01-13
SNAIGBDG,GB47UOKX85171264415642,Shopping,630,2022-01-29
KRRRGBQB,GB81WTTB58002284813095,Supermarket,600,2022-01-23
ASAJGBEY,GB62FAUX58334386392923,Supermarket,400,2022-01-27
OGBQGBAA,GB04BUPJ09434279755728,Transport,190,2022-01-11
ZATNGB0B,GB51FHFF00223153843071,Food,920,2022-01-23
SUMPGB27,GB32RXUL14022625584935,Entertainment,810,2022-01-24
ZTEHGB4Y,GB10VWOW09233656507898,Food,140,2022-01-11
ODADGB8F,GB72NDUZ83522368911728,Supermarket,240,2022-01-8
FNQBGB5R,GB97JCCA58963261805954,Food,380,2022-01-7
HTJPGBLR,GB64OUIS69638308845660,Entertainment,780,2022-01-7
YYESGB1E,GB84CRVV55377641553703,Transport,640,2022-01-23
TPZVGB3V,GB28KZUY96266697851126,Food,700,2022-01-30
FWXAGBN3,GB50VZTR95474883917177,Shopping,500,2022-01-9
ADJIGBUE,GB92KQLK15953271957662,Shopping,470,2022-01-19
UHWBGBEO,GB95ZBWW91307516177820,Transport,220,2022-01-8
XCXUGB48,GB21YICV57032964936613,Entertainment,480,2022-01-27
EBIWGB9W,GB42RCVA09626024226320,Food,630,2022-01-29
ELIZGB4T,GB34BBLT34771324833563,Shopping,920,2022-01-27
PHDIGBXQ,GB80RTJE77427785911888,Shopping,930,2022-01-28
HFKZGBYP,GB45YGMB18624137869170,Shopping,780,2022-01-28
VOSQGB5M,GB86LBFM78517999384739,Food,630,2022-01-17
YNRFGBAG,GB10VWOW09233656507898,Transport,980,2022-01-30
PEHDGB66,GB78QTBD19426145714704,Food,700,2022-01-13
RMQFGBYM,GB48MZCE87975684125174,Supermarket,160,2022-01-3
BXMCGB7V,GB51SVYX62512044587813,Supermarket,280,2022-01-13
JDNSGBBA,GB77SHET15953653955164,Transport,630,2022-01-29
HJKOGB1I,GB08JXXX32895893863628,Transport,430,2022-01-28
UCZDGBFL,GB85HGEJ67520213660538,Transport,620,2022-01-17
SLQXGBQM,GB61GSQH05301441816211,Shopping,690,2022-01-26
WOZUGB5R,GB48PJXR40637929416504,Shopping,380,2022-01-21
AOQZGBO0,GB85KZIC12756925139941,Food,960,2022-01-9
RLJYGBF0,GB46UWOC83067148304047,Shopping,640,2022-01-16
NDEIGBLD,GB28DGOA55534547539038,Food,200,2022-01-2
ISSTGBBB,GB04NPEP83017257357199,Shopping,110,2022-01-17
NSKGGBV8,GB34YCWL31867661088526,Shopping,390,2022-01-10
RCFVGBFG,GB71KOYB24095962325523,Transport,310,2022-01-24
MNOXGBLH,GB50APQL62670596709148,Transport,630,2022-01-1
MJDJGBE5,GB49WFQW02692375290450,Supermarket,570,2022-01-21
LFPFGBHO,GB68MHHW78125636671450,Transport,770,2022-01-5
FMBVGBLG,GB14SGVN33501543050813,Food,210,2022-01-19
KTWXGBPE,GB42BZLM49544601808251,Food,130,2022-01-27
RPXTGBCN,GB07VEWI49503058582569,Supermarket,830,2022-01-19
PKITGBVB,GB44KEFI60589122313845,Supermarket,940,2022-01-13
CURBGB6V,GB21YICV57032964936613,Food,660,2022-01-9
VQRDGBBZ,GB27XJNW45468840221143,Entertainment,160,2022-01-24
CIRDGBIU,GB60XOKN21237007428658,Supermarket,980,2022-01-14
SVLWGBBM,GB97AGAM91746120836715,Food,170,2022-01-3
ORPRGB0L,GB47IIVX12265198740258,Food,670,2022-01-5
DFNSGBO0,GB43XVNZ38812643450766,Shopping,480,2022-01-10
EQHEGBC6,GB39PMEX21549206057087,Food,730,2022-01-27
RHZXGBXF,GB37KDUX39605545634324,Supermarket,370,2022-01-1
TXHWGBPX,GB12HAHG27105696644476,Transport,500,2022-01-1
GWQBGB8G,GB26QXPD65897257187611,Entertainment,350,2022-01-28
JCPJGBRH,GB60ZYLM18192086444717,Transport,780,2022-01-18
VPVXGBPQ,GB26NYOJ22833603299839,Transport,200,2022-01-10
ZGEPGBJE,GB45LQOL11852117060590,Entertainment,890,2022-01-14
FZWLGBT0,GB29FGXE21060166778831,Food,130,2022-01-12
GNEMGBEU,GB64KMTN68796775514230,Shopping,300,2022-01-14
QAKSGBV9,GB87MMMW81754905855827,Entertainment,410,2022-01-29
OFAZGBH0,GB77BBRI11145275914569,Transport,150,2022-01-4
XQCBGBJY,GB17OCBR96565288191637,Food,840,2022-01-9
JSCDGBQD,GB10IZLM45100555738524,Shopping,400,2022-01-17
YSMHGBE7,GB19UHQS54145456932474,Entertainment,590,2022-01-13
ZMUDGBJ7,GB04BSCC77775833880585,Supermarket,790,2022-01-14
SFYLGBKQ,GB15NHOZ03465128792104,Food,910,2022-01-2
BSOQGBG7,GB80XLJD47844150294039,Transport,420,2022-01-13
LMOCGBR4,GB57KRYW15986529687452,Supermarket,470,2022-01-21
TZJBGB3V,GB54XVRZ25148066477194,Entertainment,500,2022-01-21
RUDCGB73,GB71WWBE87637637505429,Supermarket,290,2022-01-26
COFIGBVY,GB27OUBW23069367872615,Transport,400,2022-01-23
GWDNGBK3,GB68TDBK71983336768854,Transport,240,2022-01-22
WUBAGBLZ,GB93EHGZ22022075560434,Entertainment,710,2022-01-2
XNNVGBFB,GB93AGCW93724710914747,Supermarket,590,2022-01-8
PQAMGBZD,GB60BNXE88843503569800,Entertainment,150,2022-01-10
TBGPGB1K,GB28JLDC04794341674967,Supermarket,960,2022-01-17
MNTPGB6C,GB06SZSI36995942594298,Supermarket,180,2022-01-27
IERTGB2P,GB98GPPA16698846790680,Transport,270,2022-01-6
SOLDGBM4,GB70EBXO34019432026683,Food,240,2022-01-15
ZYEUGBJX,GB21GLRJ22431627604946,Transport,870,2022-01-7
QLZMGB9P,GB11MCJO50427085420434,Transport,650,2022-01-6
MVZTGBJ5,GB22GUMQ72664176123052,Food,350,2022-01-12
OQFJGBPN,GB56CDOA12649991109578,Shopping,850,2022-01-22
RCAWGBCN,GB58IUVG42961938729475,Entertainment,580,2022-01-18
DXPZGBZL,GB17MUWD06823795329673,Shopping,940,2022-01-11
WMQPGBD8,GB32ZEPT82837560218237,Shopping,690,2022-01-30
ZYZNGB6E,GB06HLTR33531390862639,Entertainment,440,2022-01-30
UVUTGBFB,GB86LBFM78517999384739,Entertainment,660,2022-01-6
FBMMGBRS,GB98CNHV35614928090370,Supermarket,450,2022-01-5
FQWFGBAP,GB34YCWL31867661088526,Supermarket,960,2022-01-7
XJRFGB4Z,GB64KMTN68796775514230,Transport,970,2022-01-30
LLAXGBKF,GB90JLHC40816436052249,Transport,110,2022-01-9
DCDGGBY0,GB19OESN94253466761314,Transport,670,2022-01-6
YVBZGBDQ,GB44WLYX15382020660557,Entertainment,860,2022-01-2
HZVAGB78,GB64ZWMZ56487674837828,Entertainment,760,2022-01-21
FQWBGBKH,GB17PHGN76555128914481,Supermarket,250,2022-01-12
JCCOGBXK,GB45YGMB18624137869170,Entertainment,330,2022-01-1
UVWZGBKW,GB70NSHL57260051979826,Entertainment,960,2022-01-15
FGFUGBO4,GB91AIMU17039167711402,Entertainment,830,2022-01-20
COIEGB98,GB17HJGA91586651338603,Entertainment,220,2022-01-1
ZGXVGBV4,GB93AGCW93724710914747,Transport,330,2022-01-20
QBQOGBIW,GB26MZLC31483084255324,Food,170,2022-01-29
RJRPGBV5,GB95ZBWW91307516177820,Transport,370,2022-01-26
ZOWMGBDH,GB92SYDV74562165572658,Transport,670,2022-01-24
GXHWGBA6,GB50APQL62670596709148,Food,110,2022-01-4
MPQBGBX7,GB95KSQZ37322719315265,Food,560,2022-01-19
GEJEGBSO,GB82CPND15543817992783,Shopping,850,2022-01-20
WZCXGBAY,GB79DYIT07094387020959,Transport,600,2022-01-22
JNYXGBQQ,GB97JCCA58963261805954,Transport,900,2022-01-29
KDSDGB42,GB80BREK73123760651964,Entertainment,400,2022-01-12
FNPIGB2K,GB77FNRJ95431940587852,Shopping,580,2022-01-18
PRGRGB9N,GB88LCZU27743654537481,Shopping,660,2022-01-13
YNMBGBKO,GB42YMGG51890906069876,Entertainment,140,2022-01-22
KOHGGBJF,GB64MZBQ37430639858343,Transport,780,2022-01-14
NXBBGBJP,GB95WONV23683308836817,Supermarket,550,2022-01-15
MNMNGBJZ,GB17PAYJ08372198497848,Supermarket,670,2022-01-5
